+-----+-----+----------+-----------+--------------+----------+----------+------------+--------------+-----------+----+-----------+-----------+-----------+------------+------------+-----------+------------+-----------+-----------+-----------+------------+------------+------------+---------+
|     |     |          |           |              |          |          |            |              |           |    |    number |   label1x |   label2x |    label3x |    label4x |   label5x |    label6x |   label7x |   label8x |   label9x |   label10x |   label11x |   label12x |   total |
|-----+-----+----------+-----------+--------------+----------+----------+------------+--------------+-----------+----+-----------+-----------+-----------+------------+------------+-----------+------------+-----------+-----------+-----------+------------+------------+------------+---------|
|   0 |   0 | 0.397199 | 0.762838  |  5.55112e-17 | 0.266436 | 0.236777 | 0.521008   |  0.512605    | 0.864613  |  0 | 0.990304  | 0.0756303 | 0.151261  | 0.0168067  | 0.117647   | 0.0420168 | 0.00840336 | 0.0336134 | 0.0840336 | 0         |  0.092437  |  0.159664  |  0.218487  |     119 |
|   1 |   1 | 0.312568 | 0.710383  |  1           | 0.285439 | 0.256509 | 0.0114754  |  0.565574    | 0.714026  |  0 | 0.988651  | 0.0491803 | 0.245902  | 0.0163934  | 0.131148   | 0.0655738 | 0.0983607  | 0.0655738 | 0         | 0.262295  |  0.0655738 |  0         |  0         |      61 |
|   2 |   2 | 0.838542 | 0.710069  |  0           | 0.684743 | 0.247243 | 0.0171875  |  0.5         | 0.078125  |  0 | 0.975962  | 0.09375   | 0.015625  | 0.15625    | 0.0625     | 0.03125   | 0.078125   | 0.125     | 0         | 0.390625  |  0.046875  |  0         |  0         |      64 |
|   3 |   3 | 0.869065 | 0.0679456 | -4.996e-16   | 0.270842 | 0.259839 | 0.493525   | -5.55112e-17 | 0.213429  |  0 | 0.989485  | 0.115108  | 0.115108  | 0.100719   | 0.107914   | 0.0647482 | 0.0359712  | 0.158273  | 0.0431655 | 0         |  0.122302  |  0         |  0.136691  |     139 |
|   4 |   4 | 0.615686 | 0.765795  |  1           | 0.279123 | 0.264706 | 0.461765   |  0.5         | 0.171024  |  0 | 0.0686275 | 0.0882353 | 0.0882353 | 0.0784314  | 0.0490196  | 0.0588235 | 0.137255   | 0.0196078 | 0         | 0.117647  |  0.147059  |  0.215686  |  0         |     102 |
|   5 |   5 | 0.824731 | 0.742832  |  5.55112e-17 | 0.336338 | 0.247628 | 0.0209677  |  0           | 0.853047  |  0 | 0.98201   | 0.112903  | 0.0725806 | 0.00806452 | 0.0725806  | 0.0645161 | 0.0806452  | 0.112903  | 0         | 0.233871  |  0.120968  |  0.120968  |  0         |     124 |
|   6 |   6 | 0.894418 | 0.706539  |  1           | 0.315789 | 0.257529 | 0.0143541  |  1.11022e-16 | 0.140351  |  0 | 0.96025   | 0.0430622 | 0.076555  | 0.119617   | 0.0430622  | 0.105263  | 0.100478   | 0.100478  | 0.0956938 | 0.0861244 |  0.0334928 |  0.119617  |  0.076555  |     209 |
|   7 |   7 | 0.392337 | 0.725415  |  0           | 0.263692 | 0.28668  | 0.503448   |  0           | 0.150702  |  0 | 0.0786914 | 0.0574713 | 0.0574713 | 0.0229885  | 0.0574713  | 0.091954  | 0.126437   | 0.126437  | 0         | 0.114943  |  0.149425  |  0         |  0.195402  |      87 |
|   8 |   8 | 0.576779 | 0.107366  |  1.11022e-16 | 0.237938 | 0.289491 | 0.508989   |  0.505618    | 0.194757  |  0 | 0.989628  | 0.0898876 | 0.0449438 | 0.0674157  | 0.101124   | 0.168539  | 0.0224719  | 0.157303  | 0         | 0         |  0.0786517 |  0.11236   |  0.157303  |      89 |
|   9 |   9 | 0.445596 | 0.699482  |  1           | 0.256629 | 0.241085 | 0.537824   |  1.66533e-16 | 0.153713  |  0 | 0.941411  | 0.0932642 | 0.103627  | 0.0569948  | 0.11399    | 0.0880829 | 0.124352   | 0.0984456 | 0.0725389 | 0         |  0.0621762 |  0         |  0.186528  |     193 |
|  10 |  10 | 0.805317 | 0.0879346 |  1           | 0.254421 | 0.257669 | 0.453374   |  3.33067e-16 | 0.888207  |  0 | 0.958471  | 0.0490798 | 0.0245399 | 0.0674847  | 0.0306748  | 0.0245399 | 0.0920245  | 0.0552147 | 0.0306748 | 0.196319  |  0.141104  |  0.0920245 |  0.196319  |     163 |
|  11 |  11 | 0.520635 | 0.114286  |  1           | 0.294678 | 0.266106 | 0.0142857  |  0.557143    | 0.160847  |  0 | 0.975824  | 0.114286  | 0.142857  | 0.0666667  | 0.0857143  | 0.0666667 | 0.142857   | 0.12381   | 0.12381   | 0         |  0.133333  |  0         |  0         |     105 |
|  12 |  12 | 0.424865 | 0.738138  | -9.99201e-16 | 0.254372 | 0.29062  | 0.0108108  |  0           | 0.217417  |  0 | 0.930977  | 0.135135  | 0.0918919 | 0.0432432  | 0.0756757  | 0.108108  | 0.0648649  | 0.108108  | 0.2       | 0         |  0.113514  |  0         |  0.0594595 |     185 |
|  13 |  13 | 0.726957 | 0.0811594 |  0           | 0.328389 | 0.305371 | 0.505217   |  5.55112e-17 | 0.158454  |  0 | 0.12107   | 0.0695652 | 0.104348  | 0.104348   | 0.0782609  | 0.0782609 | 0.0869565  | 0.0956522 | 0.2       | 0         |  0.0608696 |  0         |  0.121739  |     115 |
